-9.61	20.24	-78.04
-10.10	20.30	-78.12
-10.60	20.33	-78.18
-11.11	20.27	-78.17
-11.31	20.11	-78.19
-11.54	19.99	-78.12
-11.70	19.74	-78.21
-11.88	19.67	-78.32
-12.04	19.69	-78.30
-12.19	19.67	-78.36
-12.18	19.69	-78.44
-12.26	19.69	-78.21
-12.29	19.78	-78.09
-12.44	19.89	-77.99
-12.66	19.93	-77.96
-12.97	20.05	-77.88
-13.24	20.17	-77.75
-13.57	20.24	-77.51
-13.91	20.42	-77.47
-14.23	20.49	-77.27
-14.56	20.52	-77.03
-14.81	20.58	-76.74
-15.09	20.63	-76.75
-15.50	20.68	-76.73
-15.86	20.67	-76.48
-16.31	20.64	-76.23
-16.79	20.50	-75.88
-17.20	20.48	-75.80
-17.72	20.27	-75.70
-18.02	20.15	-75.73
-18.35	19.89	-75.61
-18.58	19.48	-75.77
-18.70	19.12	-75.55
-18.72	18.86	-75.40
-18.80	18.53	-75.52
-18.87	18.20	-75.73
-18.69	17.87	-75.84
-18.44	17.67	-75.86
-18.21	17.44	-76.05
-17.92	17.22	-76.06
-17.53	17.15	-76.11
-17.06	17.03	-76.27
-16.56	16.78	-76.26
-16.04	16.73	-76.14
-15.53	16.81	-75.95
-14.95	17.07	-75.80
-14.50	17.40	-75.80
-14.06	17.88	-75.54
-13.63	18.48	-75.31
-13.37	19.15	-74.97
-13.31	20.01	-74.55
-13.57	21.01	-73.68
-13.99	22.08	-73.16
-14.79	23.39	-72.07
-16.01	24.69	-70.81
-17.72	25.98	-69.57
-19.97	27.08	-68.14
-22.63	27.73	-66.57
-25.69	28.02	-64.93
-28.54	27.92	-63.47
-31.36	27.48	-62.19
-34.08	26.71	-61.21
-36.73	25.33	-60.21
-39.03	23.46	-59.61
-40.75	20.93	-59.44
-41.82	18.12	-59.51
-42.04	15.28	-60.18
-41.65	12.43	-60.85
-40.58	9.81	-62.07
-38.94	7.43	-63.13
-36.86	5.31	-64.61
-34.49	3.46	-65.92
-31.89	2.17	-67.31
-29.10	1.23	-68.53
-26.38	0.54	-69.99
-23.66	0.21	-71.18
-21.07	0.21	-72.35
-18.58	0.40	-73.36
-16.37	0.73	-74.39
-14.34	1.22	-75.12
-12.55	1.67	-75.73
-11.09	2.11	-76.27
-9.88	2.39	-76.74
-8.97	2.58	-76.95
-8.21	2.71	-77.49
-7.58	2.92	-77.71
-7.13	2.94	-77.86
-6.79	3.03	-78.14
-6.55	3.10	-78.00
-6.29	3.24	-77.97
-6.09	3.32	-78.11
-5.90	3.38	-78.14
-5.79	3.26	-78.34
-5.70	3.30	-78.37
-5.58	3.21	-78.58
-5.52	3.26	-78.60
-5.50	3.28	-78.59
-5.38	3.36	-78.70
-5.30	3.37	-78.66
-5.24	3.40	-78.75
-5.26	3.37	-78.71
-5.26	3.35	-78.61
-5.28	3.38	-78.65
-5.23	3.38	-78.56
-5.30	3.36	-78.61
-5.30	3.46	-78.57
-5.29	3.53	-78.60
-5.41	3.64	-78.59
-5.28	3.58	-78.45
-5.29	3.61	-78.40
-5.31	3.64	-78.34
-5.35	3.74	-78.34
-5.43	3.72	-78.43
-5.47	3.66	-78.66
-5.46	3.62	-78.61
-5.42	3.63	-78.68
-5.46	3.60	-78.65
-5.46	3.60	-78.75
-5.53	3.59	-78.84
-5.53	3.56	-78.82
-5.44	3.64	-78.69
-5.44	3.53	-78.69
-5.42	3.55	-78.56
-5.35	3.53	-78.77
-5.29	3.49	-78.89
-5.39	3.44	-78.84
-5.37	3.37	-78.75
-5.34	3.28	-78.64
-5.29	3.20	-78.66
-5.23	3.24	-78.66
-5.25	3.23	-78.77
-5.37	3.27	-78.78
-5.32	3.24	-78.59
-5.30	3.19	-78.45
-5.41	3.26	-78.43
-5.32	3.19	-78.27
-5.33	3.25	-78.03
-5.27	3.26	-77.97
-5.18	3.25	-78.03
-5.33	3.26	-78.08
